course_id,course_title,course_url,course_instructor,course_rating,course_duration,course_details,course_level,course_no_of_reviews,course_no_of_enrolled
ps_1,Web Development: Executive Briefing,https://www.pluralsight.com/courses/web-development-executive-briefing,Brice Wilson,4.6,0.5005555555555555,"Tech leaders need a fundamental understanding of the tools and technologies their teams use to build solutions. In this course, Web Development: Executive Briefing, you'll get an overview of all the technologies typically used to build modern web applications and the skills required on the teams that build them. First, you'll learn how to structure a web development team and make sure you have the skills required for development and deployment. Next, you'll discover the primary technologies used when building client-side browser applications. Finally, you'll explore the role of the server, server-side developers, and cloud services when building and hosting web applications. When you're finished with this course, you will have a foundational understanding of the technologies used in modern web development that will help you communicate better with your technical teams and understand the skills required on every web development project.",1,158,
ps_2,Front End Web Development: Get Started,https://www.pluralsight.com/courses/front-end-web-development-get-started,Joe Eames,4.6,3.7991666666666664,"Front end web development involves many different technologies, and the landscape is constantly changing. In this course you will learn the basics of all of the different aspects of front end web development, and how to hone and keep your skills up to date.",1,1250,
ps_3,Beyond ASP.NET MVC: Modern Web Development Demystified,https://www.pluralsight.com/courses/beyond-aspdotnet-web-development-demystified,Chris Jones,4.6,1.8425000000000002,"The web development landscape is constantly changing, and it can be hard to keep up. In this course, Beyond ASP.NET MVC: Modern Web Development Demystified, you'll learn the the recent front-ends trends along with what they are, why they exist, and you'll be doing demos to give you a practical insight into how the tool work. First, you'll explore package managers and transpilers. Next, you'll discover JavaScript modules and front-end frameworks. Finally, you'll wrap up this course with learning task runners and module bundlers. By the end of this course, you'll have a high-level understanding of what these tools are and how they can help you as a web developer.",1,75,
ps_4,Tactics and Tools for Troubleshooting Front-end Web Development,https://www.pluralsight.com/courses/tactics-tools-troubleshooting-front-end-web-development,Shelley Benhoff,3.7,1.6258333333333335,"At the core of any fully responsive website is a thorough knowledge of how to troubleshoot HTML, CSS, and JavaScript. This course, Tactics and Tools for Troubleshooting Front-end Web Development, will show you how to troubleshoot HTML, CSS, and JavaScript using the Chrome DevTools, Firebug, Firefox Developer Edition, and IE Developer Tools. You will learn how to view and test CSS for any HTML element, log JavaScript errors to the console, and step through JavaScript code using the debugger. Then, you will build on this knowledge and use these tools in BrowserStack's live testing environments for any OS, Browser, and Device combination. When you're finished with this course, you will have the knowledge to troubleshoot any front-end issue on your website, which will help you as you move forward to building a completely responsive website that displays properly across all browsers and devices.",2,54,
ps_5,Developing Web Applications and Web APIs Protected by Azure Active Directory,https://www.pluralsight.com/courses/developing-web-applications-apis-protected-azure-active-directory,Sahil Malik,4.1,2.4472222222222224,"A large percentage of applications are accessed via the browser. The rest of them usually call a REST API. If you wish to secure either using Azure AD, this course is for you. In this course, Developing Web Applications and Web APIs Protected by Azure Active Directory, you’ll learn to secure Web applications and Web APIs using Azure AD. First, you’ll explore protecting Web Apps for user logins. Next, you’ll discover how to secure Web APIs callable from any modern auth client. Finally, you’ll learn how to forward user identity and concepts such as scopes, and consents. When you’re finished with this course, you’ll have the skills and knowledge of securing Web APIs and Web Apps needed to applications secured by modern authentication protocols using Azure AD.",2,59,
ps_6,Tracking Real World Web Performance,https://www.pluralsight.com/courses/web-performance-tracking,Nik Molnar,4.6,1.6258333333333335,"Study upon study confirms that web performance has a direct correlation to revenue, operating costs, and search engine ranking. With this in mind, we all want our applications to be faster, but how do we know what bottlenecks to focus on? This course will cover how to leverage various browser APIs to capture your application's live performance data, understand what the metrics mean, and focus on the ones you should really care about. Along the way you'll learn how to monitor real users, understand when to use synthetic testing tools, and automate performance tracking.",1,145,
ps_7,Hands On Responsive Web Design,https://www.pluralsight.com/courses/hands-on-responsive-web-design,Paul Cheney,4.6,4.370277777777777,"This is a hands-on, project-based course where you follow along as Paul Cheney demonstrates how to build responsive web pages. You will learn about media queries, mobile navigation, responsive images, sprite icons, font icons, partials, and importing with a CSS preprocessor. At the end of the course, you will have several templates ready to use in your next web project.",1,357,
ps_8,Progressive Web Apps: The Big Picture,https://www.pluralsight.com/courses/progressive-web-apps-big-picture,Maximiliano Firtman,4.4,1.6772222222222222,"Understanding the progressive web apps platform, including its advantages, challenges, and differences with other app development approaches, can be confusing. Creating a good user experience for installation and usage is key for success, and to achieve that you need to understand a lot of concepts before starting the project. In this course, Progressive Web Apps: The Big Picture, you will gain the ability to understand the PWA platform before starting your next project. First, you will learn the differences compared to other app development approaches. Next, you will discover the main components, including the service worker, and how to get the installed app experience on desktop, Android, iOS, and iPadOS. Finally, you will explore how to start a PWA project and how to distribute the app from the browser or stores, including end-user and enterprise deployments. When you are finished with this course, you will have the skills and knowledge of progressive web apps needed to start a project for a new app or to upgrade your current apps.",1,95,
ps_9,Responsive Web Images,https://www.pluralsight.com/courses/responsive-web-images,Robert Boedigheimer,4.7,1.9174999999999998,"Images make up more than 60% of the average web page's size today. Responsive Web Design has become very popular for multi device support, but has been dogged by poor performance. In this course, Responsive Web Images, you will learn about image types, optimization techniques, and various approaches for selecting the best image for each situation. First, you'll learn the basics of responsive web design and how the most critical success factor is properly handling images. Then, you'll learn the differences between raster and vector images and discuss major raster image types. Finally, you'll learn the 4 major use cases for responsive web images, as well as the major approaches to responsive image techniques like JavaScript, picture element, srcset, and Client Hints. By the end of this course, you'll have a solid understanding of responsive web images which will allow you to optimize your own websites to be efficient as possible.",1,35,
ps_10,Web Development with ExpressJS,https://www.pluralsight.com/courses/expressjs,Hadi Hariri,4.5,2.2480555555555557,"In this course you'll learn the basics of node.js and how to create applications using express.js, a lightweight framework for creating robust and scalable web applications. We'll go through all the elements that make up an express application, from routing, views, models and end up covering advanced scenarios such as session management, error handling and other requirements for real-world applications.",2,664,
ps_11,Testing Web Applications with CodedUI,https://www.pluralsight.com/courses/codedui-testing-web-applications,Marcel de Vries,4.4,3.793611111111111,"This course is specifically targeted at web developers who want to test their websites every time they commit a new change to see if they did not break anything in the UI. This course will teach web developers and functional testers how to automate testing by using CodedUI. It will show specific web-related scenarios and how you can test them using CodedUI. With the web, there are specific things that look hard to test; this course will show how to solve these problems. It will also show how to integrate the tests you build with the integrated test environment called MTM. We will go through the steps of setting up your test environment, running the tests on a daily basis, and scaling out the test environment as needed. Getting this in place is crucial if you want to move to continuous delivery of your applications.",2,152,
